payment_id,requested_at,organization_id,wallet_id,agent_id,agent_type,flow_type,use_case,counterparty_id,counterparty_type,county,town,rail,amount_kes,fee_kes,status,human_approval_required,risk_score,risk_reason,authorization_latency_ms,policy_version,wallet_balance_before_kes,wallet_balance_after_kes,invoice_id,decision_model
APY0004417,2026-06-06 16:12:35,ORG0103,WAL032,AGT0088,finance_ops_agent,A2B,Market restocking,CP0127,Contractor,Uasin Gishu,Burnt Forest,Stablecoin USDC,2564.6,41.3,Completed,False,0.251,none,98,4,209598.13,206992.23,,apm-kenya-v1
APY0004418,2026-04-17 06:03:08,ORG0046,WAL087,AGT0163,travel_agent,A2A,Agritech produce purchase,CP0156,Consumer,Nyeri,Nyeri Town,M-Pesa Till,10898.06,175.08,Completed,False,0.257,none,1210,5,120883.21,109810.07,INV-58359,rules_engine_only
APY0004419,2026-04-25 06:39:17,ORG0129,WAL089,AGT0019,marketplace_agent,A2A,SME invoice settlement,CP0219,Clinic,Mombasa,Likoni,M-Pesa B2C,12465.02,74.24,Completed,False,0.334,none,754,5,146080.19,133540.93,INV-40867,apm-kenya-v2
APY0004420,2026-05-31 06:44:53,ORG0113,WAL020,AGT0173,logistics_agent,A2B,SME invoice settlement,CP0060,Consumer,Uasin Gishu,Eldoret,Bank EFT,5595.22,66.12,Completed,False,0.237,none,1682,1,225582.37,219921.03,INV-84247,rules_engine_only
APY0004421,2026-02-10 12:05:50,ORG0150,WAL003,AGT0076,finance_ops_agent,A2B,Construction contractor,CP0240,Merchant,Machakos,Machakos Town,M-Pesa PayBill,7236.01,36.49,Completed,False,0.272,none,874,5,131577.91,124305.41,,apm-kenya-v1
APY0004422,2026-02-11 09:48:17,ORG0167,WAL016,AGT0236,marketplace_agent,A2B,Market restocking,CP0315,Clinic,Mombasa,Nyali,M-Pesa PayBill,4334.16,67.26,Completed,False,0.389,none,1159,2,330532.7,326131.28,,apm-kenya-v1
APY0004423,2026-03-21 20:20:01,ORG0083,WAL029,AGT0255,property_manager_agent,A2B,Logistics delivery,CP0317,Clinic,Nakuru,Nakuru Town,M-Pesa PayBill,3681.62,43.12,Failed,False,0.152,limit_exceeded,631,3,220539.26,220539.26,INV-83286,apm-kenya-v1
APY0004424,2026-03-31 14:00:06,ORG0058,WAL082,AGT0229,logistics_agent,A2A,Tour booking,CP0300,Sacco,Kisumu,Kondele,M-Pesa Till,10638.8,128.62,Completed,False,0.33,none,865,4,140896.81,130129.39,INV-93856,apm-kenya-v2
APY0004425,2026-01-06 07:08:18,ORG0023,WAL072,AGT0020,procurement_agent,A2B,Tour booking,CP0057,Sacco,Nairobi,Upper Hill,M-Pesa B2C,2363.64,18.27,Completed,False,0.31,none,994,4,157959.61,155577.7,INV-80814,rules_engine_only
APY0004426,2026-03-14 06:13:27,ORG0159,WAL065,AGT0197,travel_agent,A2B,Property maintenance,CP0003,Merchant,Kisumu,Kondele,M-Pesa Till,1298.21,5,Completed,False,0.162,none,1093,5,26152.42,24849.21,INV-56587,apm-kenya-v1
APY0004427,2026-02-27 09:32:13,ORG0035,WAL043,AGT0112,finance_ops_agent,A2B,Property maintenance,CP0128,School,Mombasa,Mtwapa,PesaLink,3524.79,47.46,Completed,False,0.072,none,1804,2,330335.22,326762.97,INV-50430,apm-kenya-v2
APY0004428,2026-03-06 14:13:07,ORG0087,WAL047,AGT0091,finance_ops_agent,A2B,SME invoice settlement,CP0335,Clinic,Nakuru,Naivasha,M-Pesa B2C,6851.37,56.03,Completed,False,0.537,mismatched_invoice,745,1,353430.4,346523.0,,apm-kenya-v1
APY0004429,2026-04-03 10:56:51,ORG0170,WAL074,AGT0136,procurement_agent,A2A,Construction contractor,CP0366,Merchant,Nairobi,Industrial Area,PesaLink,25294.77,158.74,Completed,False,0.053,none,2076,1,277762.26,252308.75,,apm-kenya-v1
APY0004430,2026-03-16 11:05:18,ORG0062,WAL032,AGT0248,property_manager_agent,A2A,Agritech produce purchase,CP0092,Sacco,Kajiado,Ngong,Bank EFT,2043.03,24.15,Completed,False,0.164,none,1332,1,258658.67,256591.49,INV-13374,rules_engine_only
APY0004431,2026-01-31 13:39:16,ORG0110,WAL024,AGT0122,procurement_agent,A2B,School fee payment,CP0240,Clinic,Kajiado,Kitengela,M-Pesa Till,13136.54,193.84,Completed,False,0.15,none,649,5,232748.76,219418.38,INV-57806,rules_engine_only
APY0004432,2026-04-18 10:31:21,ORG0136,WAL013,AGT0218,marketplace_agent,A2B,Clinic supplies,CP0310,Contractor,Kiambu,Thika,M-Pesa B2C,14261.49,65.03,Completed,False,0.416,none,799,1,120461.34,106134.82,INV-58435,rules_engine_only
APY0004433,2026-01-07 17:47:56,ORG0094,WAL053,AGT0029,farm_supply_agent,A2B,Market restocking,CP0141,Consumer,Meru,Maua,M-Pesa B2C,3458.8,41.98,Completed,False,0.058,none,1188,5,237665.61,234164.83,INV-43213,apm-kenya-v2
APY0004434,2026-03-15 15:12:44,ORG0081,WAL064,AGT0035,logistics_agent,A2A,Clinic supplies,CP0262,Agent Service,Mombasa,Changamwe,M-Pesa PayBill,4003.26,44.38,Completed,False,0.072,none,1273,5,218018.71,213971.07,,apm-kenya-v1
APY0004435,2026-07-04 14:27:46,ORG0095,WAL045,AGT0098,procurement_agent,A2B,Property maintenance,CP0383,Contractor,Nyeri,Karatina,Bank EFT,2200.47,45.99,Completed,False,0.118,none,2193,1,42965.92,40719.46,INV-96739,rules_engine_only
APY0004436,2026-03-10 19:45:52,ORG0159,WAL002,AGT0129,farm_supply_agent,A2B,Tour booking,CP0353,School,Kiambu,Ruiru,M-Pesa B2C,8022.01,31.68,Completed,False,0.071,none,1159,4,43671.84,35618.15,INV-69773,apm-kenya-v2
APY0004437,2026-03-27 13:05:10,ORG0175,WAL011,AGT0111,travel_agent,A2B,Agritech produce purchase,CP0095,Sacco,Nakuru,Naivasha,M-Pesa B2C,2206.74,31.69,Completed,True,0.216,none,1049,4,174675.5,172437.07,INV-32786,rules_engine_only
APY0004438,2026-02-25 10:29:26,ORG0104,WAL036,AGT0209,travel_agent,A2B,SME invoice settlement,CP0249,Agent Service,Nakuru,Nakuru Town,Stablecoin USDC,9342.21,42.93,Completed,True,0.525,kyb_pending,61,4,81252.08,71866.94,,rules_engine_only
APY0004439,2026-07-04 14:21:31,ORG0063,WAL017,AGT0150,logistics_agent,A2B,Construction contractor,CP0321,Contractor,Nairobi,Industrial Area,Airtel Money,6224.61,21.27,Completed,False,0.206,none,1235,2,234552.3,228306.42,,apm-kenya-v2
APY0004440,2026-02-15 19:30:04,ORG0166,WAL088,AGT0027,travel_agent,A2C,Property maintenance,CP0352,Contractor,Kajiado,Kiserian,M-Pesa PayBill,3185.92,49.91,Completed,False,0.171,none,660,4,380694.58,377458.75,INV-37046,apm-kenya-v1
APY0004441,2026-06-21 10:44:09,ORG0137,WAL066,AGT0180,procurement_agent,A2A,SME invoice settlement,CP0252,Sacco,Kiambu,Kikuyu,M-Pesa Till,22772.53,112.57,Completed,False,0.224,none,1239,2,312854.13,289969.03,INV-39870,apm-kenya-v1
APY0004442,2026-04-13 11:03:13,ORG0162,WAL049,AGT0242,procurement_agent,A2B,School fee payment,CP0083,School,Nakuru,Nakuru Town,M-Pesa Till,5392.56,57.0,Completed,False,0.069,none,1516,5,274270.42,268820.86,INV-77404,apm-kenya-v1
APY0004443,2026-03-05 13:09:36,ORG0157,WAL056,AGT0044,procurement_agent,A2B,Logistics delivery,CP0405,Contractor,Nakuru,Gilgil,Airtel Money,4274.19,54.74,Completed,False,0.185,none,1925,5,105569.97,101241.04,INV-35850,apm-kenya-v1
APY0004444,2026-06-25 13:51:47,ORG0139,WAL057,AGT0161,marketplace_agent,A2B,Agritech produce purchase,CP0038,Agent Service,Kajiado,Kitengela,Stablecoin USDC,1350.26,13.48,Completed,False,0.183,none,95,5,136892.59,135528.85,,apm-kenya-v1
APY0004445,2026-07-06 11:51:30,ORG0084,WAL027,AGT0099,marketplace_agent,A2A,Freelance data labelling,CP0159,Contractor,Nakuru,Gilgil,M-Pesa B2C,3937.56,23.4,Completed,False,0.018,none,733,4,160069.41,156108.45,INV-90108,rules_engine_only
APY0004446,2026-04-25 14:42:03,ORG0088,WAL074,AGT0099,logistics_agent,A2B,SME invoice settlement,CP0399,Merchant,Nakuru,Nakuru Town,Airtel Money,6934.55,41.35,Completed,False,0.161,none,1144,3,306184.66,299208.76,,rules_engine_only
APY0004447,2026-04-28 18:29:36,ORG0083,WAL078,AGT0053,procurement_agent,A2C,Property maintenance,CP0227,Merchant,Nyeri,Nyeri Town,M-Pesa Till,1684.25,22.87,Completed,False,0.163,none,1277,1,10096.95,8389.83,,rules_engine_only
APY0004448,2026-07-24 10:53:45,ORG0180,WAL020,AGT0207,logistics_agent,A2A,Agritech produce purchase,CP0008,School,Mombasa,Nyali,M-Pesa PayBill,22584.22,201.34,Reversed,False,0.161,kyb_pending,541,5,202275.11,202275.11,INV-62068,apm-kenya-v1
APY0004449,2026-02-11 17:28:18,ORG0095,WAL070,AGT0063,finance_ops_agent,A2A,Freelance data labelling,CP0405,Merchant,Uasin Gishu,Eldoret,M-Pesa B2C,1176.88,9.63,Completed,False,0.197,none,936,4,271411.3,270224.79,,apm-kenya-v2
APY0004450,2026-05-01 12:39:58,ORG0126,WAL034,AGT0232,finance_ops_agent,A2A,Construction contractor,CP0212,Contractor,Kiambu,Thika,M-Pesa B2C,4388.05,49.94,Failed,False,0.186,duplicate_request,1093,5,225667.23,225667.23,INV-24907,apm-kenya-v1
APY0004451,2026-01-11 16:28:49,ORG0075,WAL016,AGT0073,marketplace_agent,A2A,Agritech produce purchase,CP0409,Contractor,Nairobi,Westlands,M-Pesa Till,6537.39,80.89,Completed,False,0.053,none,848,2,303659.64,297041.36,INV-95529,rules_engine_only
APY0004452,2026-05-07 12:49:12,ORG0175,WAL010,AGT0186,travel_agent,A2C,SME invoice settlement,CP0406,Merchant,Nairobi,Westlands,M-Pesa PayBill,8101.64,66.08,Completed,False,0.121,none,1304,3,106191.02,98023.3,,apm-kenya-v1
APY0004453,2026-01-13 14:21:59,ORG0132,WAL004,AGT0256,property_manager_agent,A2B,Market restocking,CP0340,Sacco,Nairobi,Karen,M-Pesa Till,8519.51,147.75,Completed,False,0.098,none,444,1,336221.73,327554.47,,rules_engine_only
APY0004454,2026-07-26 07:39:31,ORG0041,WAL046,AGT0089,property_manager_agent,A2B,School fee payment,CP0220,Consumer,Uasin Gishu,Eldoret,M-Pesa PayBill,8091.72,97.75,Reversed,False,0.091,new_counterparty,804,3,239562.2,239562.2,INV-54713,rules_engine_only
APY0004455,2026-01-25 08:02:15,ORG0177,WAL081,AGT0119,travel_agent,A2C,School fee payment,CP0079,Contractor,Kajiado,Ngong,Bank EFT,1757.29,21.53,Completed,False,0.24,none,2094,2,43910.84,42132.02,INV-42327,rules_engine_only
APY0004456,2026-02-08 16:43:46,ORG0163,WAL039,AGT0116,farm_supply_agent,A2B,Freelance data labelling,CP0334,Agent Service,Kiambu,Limuru,M-Pesa B2C,4036.08,65.29,Completed,False,0.081,none,669,3,188886.17,184784.8,INV-54854,apm-kenya-v2
APY0004457,2026-06-17 12:36:30,ORG0147,WAL080,AGT0040,procurement_agent,A2C,School fee payment,CP0225,Clinic,Mombasa,Mtwapa,M-Pesa PayBill,4347.29,58.75,Completed,False,0.39,none,988,2,56352.18,51946.14,,apm-kenya-v2
APY0004458,2026-05-15 11:43:51,ORG0063,WAL037,AGT0022,finance_ops_agent,A2B,Clinic supplies,CP0073,Consumer,Nyeri,Karatina,M-Pesa PayBill,3456.24,30.66,Completed,False,0.22,none,758,4,346565.89,343078.99,,rules_engine_only
APY0004459,2026-02-06 17:52:31,ORG0180,WAL019,AGT0175,travel_agent,A2B,Market restocking,CP0308,School,Kajiado,Kiserian,M-Pesa B2C,1241.69,10.0,Completed,False,0.202,none,1285,2,33263.06,32011.37,,apm-kenya-v2
APY0004460,2026-01-27 19:14:37,ORG0132,WAL089,AGT0062,procurement_agent,A2B,SME invoice settlement,CP0157,School,Nairobi,Upper Hill,Airtel Money,2534.1,18.36,Completed,False,0.417,none,1407,4,17149.81,14597.35,,rules_engine_only
APY0004461,2026-05-01 07:35:50,ORG0132,WAL047,AGT0168,travel_agent,A2A,Market restocking,CP0400,Clinic,Nairobi,Industrial Area,M-Pesa B2C,3897.15,29.58,Completed,False,0.063,none,197,3,121708.27,117781.54,INV-93179,apm-kenya-v1
APY0004462,2026-05-23 15:37:32,ORG0161,WAL054,AGT0163,marketplace_agent,A2A,Freelance data labelling,CP0365,Agent Service,Machakos,Athi River,Airtel Money,1749.68,11.11,Completed,False,0.115,none,1541,4,51171.11,49410.32,INV-27823,apm-kenya-v2
APY0004463,2026-05-17 13:08:13,ORG0130,WAL002,AGT0037,procurement_agent,A2B,School fee payment,CP0064,Consumer,Nairobi,Upper Hill,M-Pesa B2C,17139.06,251.16,Completed,False,0.213,none,1159,1,135636.03,118245.81,INV-41210,apm-kenya-v2
APY0004464,2026-02-02 18:46:41,ORG0096,WAL059,AGT0228,procurement_agent,A2B,Agritech produce purchase,CP0287,Consumer,Kisumu,Kondele,M-Pesa PayBill,12765.88,208.53,Needs Human Approval,False,0.025,unusual_county,641,3,116373.89,103399.48,INV-42056,apm-kenya-v2
APY0004465,2026-03-26 16:11:39,ORG0105,WAL070,AGT0192,finance_ops_agent,A2A,Agritech produce purchase,CP0257,School,Mombasa,Mtwapa,Stablecoin USDC,2398.39,35.27,Completed,False,0.044,none,60,3,234196.18,231762.52,,apm-kenya-v2
APY0004466,2026-07-27 18:59:13,ORG0008,WAL046,AGT0103,marketplace_agent,A2A,Construction contractor,CP0112,Consumer,Nairobi,Karen,M-Pesa PayBill,10762.77,109.72,Completed,False,0.525,limit_exceeded,825,1,106883.07,96010.58,INV-36152,apm-kenya-v2
APY0004467,2026-07-05 15:05:56,ORG0087,WAL064,AGT0146,property_manager_agent,A2B,SME invoice settlement,CP0071,Agent Service,Kajiado,Kitengela,Stablecoin USDC,7037.02,60.07,Completed,False,0.284,none,105,4,347891.8,340794.71,,apm-kenya-v1
APY0004468,2026-06-26 09:30:36,ORG0025,WAL023,AGT0065,property_manager_agent,A2A,Clinic supplies,CP0328,Merchant,Nairobi,Kilimani,M-Pesa B2C,4237.2,67.22,Completed,False,0.054,none,1379,5,33336.44,29032.02,INV-52680,apm-kenya-v2
APY0004469,2026-07-28 15:58:37,ORG0011,WAL079,AGT0011,marketplace_agent,A2A,Freelance data labelling,CP0020,Consumer,Kajiado,Kiserian,Airtel Money,776.98,10.41,Completed,True,0.421,none,904,5,380429.62,379642.23,INV-11112,rules_engine_only
APY0004470,2026-05-26 16:19:18,ORG0029,WAL049,AGT0207,travel_agent,A2B,Market restocking,CP0029,Clinic,Nairobi,Kilimani,M-Pesa B2C,6511.87,23.93,Completed,False,0.103,none,461,2,298259.84,291724.04,INV-97541,rules_engine_only
APY0004471,2026-05-16 11:57:49,ORG0098,WAL006,AGT0063,marketplace_agent,A2B,School fee payment,CP0199,Consumer,Kiambu,Thika,M-Pesa Till,10763.61,153.31,Completed,False,0.239,none,970,5,366265.2,355348.28,,apm-kenya-v2
APY0004472,2026-05-15 07:15:04,ORG0127,WAL064,AGT0036,procurement_agent,A2C,Market restocking,CP0083,School,Kiambu,Kikuyu,M-Pesa PayBill,943.54,16.8,Reversed,False,0.244,unusual_county,725,3,371357.39,371357.39,INV-65403,apm-kenya-v2
APY0004473,2026-04-02 18:30:02,ORG0154,WAL029,AGT0141,procurement_agent,A2B,Tour booking,CP0195,Contractor,Nairobi,Karen,M-Pesa PayBill,6422.18,24.01,Completed,False,0.249,none,454,1,244767.78,238321.59,INV-94598,apm-kenya-v1
APY0004474,2026-06-17 12:51:31,ORG0099,WAL039,AGT0030,logistics_agent,A2B,Agritech produce purchase,CP0388,Merchant,Kiambu,Limuru,M-Pesa Till,3376.9,47.86,Completed,False,0.177,none,1106,1,229279.27,225854.51,INV-43154,rules_engine_only
APY0004475,2026-05-21 15:52:42,ORG0038,WAL052,AGT0180,logistics_agent,A2A,Tour booking,CP0172,Sacco,Nairobi,Westlands,Airtel Money,3141.14,8.04,Completed,False,0.131,none,2035,4,47982.12,44832.94,INV-64561,apm-kenya-v2
APY0004476,2026-02-10 11:59:32,ORG0125,WAL088,AGT0179,procurement_agent,A2B,Construction contractor,CP0238,Clinic,Mombasa,Changamwe,PesaLink,3727.57,68.07,Needs Human Approval,True,0.335,kyb_pending,2245,3,327235.24,323439.6,,apm-kenya-v1
APY0004477,2026-05-29 17:30:40,ORG0121,WAL029,AGT0038,farm_supply_agent,A2B,Freelance data labelling,CP0143,Consumer,Nyeri,Nyeri Town,M-Pesa B2C,659.56,5.48,Completed,True,0.228,none,982,1,333458.02,332792.98,INV-98993,rules_engine_only
APY0004478,2026-02-15 06:56:10,ORG0177,WAL033,AGT0008,finance_ops_agent,A2B,Clinic supplies,CP0008,School,Kiambu,Thika,M-Pesa Till,5879.17,21.87,Completed,False,0.3,none,1038,1,157723.23,151822.19,INV-25979,rules_engine_only
APY0004479,2026-05-20 09:12:18,ORG0058,WAL081,AGT0182,marketplace_agent,A2A,Market restocking,CP0262,Merchant,Nairobi,Kilimani,M-Pesa PayBill,3732.95,15.07,Completed,False,0.408,none,750,1,192438.09,188690.07,,rules_engine_only
APY0004480,2026-04-30 09:43:19,ORG0114,WAL037,AGT0050,property_manager_agent,A2B,Tour booking,CP0189,Agent Service,Meru,Timau,M-Pesa Till,2656.75,11.8,Completed,False,0.114,none,957,2,219916.35,217247.8,INV-65879,apm-kenya-v1
APY0004481,2026-01-23 13:05:02,ORG0036,WAL005,AGT0010,travel_agent,A2B,Agritech produce purchase,CP0128,Sacco,Kiambu,Limuru,M-Pesa Till,2711.5,26.77,Failed,False,0.035,limit_exceeded,1242,5,168023.52,168023.52,INV-65262,apm-kenya-v1
APY0004482,2026-02-03 20:37:31,ORG0102,WAL008,AGT0131,logistics_agent,A2A,Tour booking,CP0245,School,Kajiado,Kitengela,M-Pesa PayBill,4069.72,29.24,Completed,False,0.281,none,1003,2,398839.86,394740.9,INV-32382,apm-kenya-v2
APY0004483,2026-06-07 09:58:23,ORG0076,WAL021,AGT0248,farm_supply_agent,A2A,Freelance data labelling,CP0157,Contractor,Nyeri,Nyeri Town,M-Pesa B2C,1996.77,25.41,Completed,False,0.092,none,1014,4,208992.33,206970.15,INV-57042,rules_engine_only
APY0004484,2026-07-26 16:52:09,ORG0043,WAL041,AGT0103,farm_supply_agent,A2B,Tour booking,CP0283,Contractor,Kisumu,Milimani,M-Pesa PayBill,2331.76,8.26,Completed,False,0.3,none,1728,4,359282.32,356942.3,INV-35065,apm-kenya-v2
APY0004485,2026-07-25 15:43:06,ORG0062,WAL074,AGT0084,farm_supply_agent,A2C,School fee payment,CP0213,Consumer,Nakuru,Gilgil,M-Pesa PayBill,1746.17,18.53,Completed,False,0.341,none,976,2,231500.67,229735.97,INV-22423,rules_engine_only
APY0004486,2026-07-03 07:07:25,ORG0160,WAL087,AGT0061,finance_ops_agent,A2A,Market restocking,CP0131,Contractor,Uasin Gishu,Eldoret,M-Pesa Till,3292.07,55.56,Completed,False,0.257,none,863,3,373076.8,369729.17,INV-61351,apm-kenya-v2
APY0004487,2026-06-13 13:33:49,ORG0079,WAL064,AGT0031,finance_ops_agent,A2C,Property maintenance,CP0307,Clinic,Kajiado,Kitengela,M-Pesa B2C,2692.8,6.12,Completed,False,0.298,none,956,2,112478.38,109779.46,INV-55712,apm-kenya-v1
APY0004488,2026-01-27 08:55:57,ORG0071,WAL082,AGT0156,farm_supply_agent,A2B,Clinic supplies,CP0137,Consumer,Kajiado,Kitengela,M-Pesa B2C,3453.66,19.98,Completed,False,0.238,none,1166,3,66683.55,63209.91,,apm-kenya-v2
APY0004489,2026-05-31 07:12:20,ORG0017,WAL018,AGT0195,travel_agent,A2B,Clinic supplies,CP0254,Contractor,Nakuru,Gilgil,M-Pesa B2C,2937.86,15.43,Completed,False,0.135,none,242,1,225635.65,222682.36,INV-96783,apm-kenya-v1
APY0004490,2026-07-08 05:50:07,ORG0051,WAL023,AGT0218,procurement_agent,A2B,Market restocking,CP0369,Merchant,Kilifi,Kilifi Town,Stablecoin USDC,3263.26,45.22,Completed,False,0.087,none,30,4,306981.82,303673.34,INV-82036,rules_engine_only
APY0004491,2026-01-04 16:05:08,ORG0148,WAL040,AGT0220,procurement_agent,A2B,School fee payment,CP0087,Consumer,Nairobi,Upper Hill,M-Pesa B2C,2889.5,27.36,Completed,False,0.062,none,1195,5,32505.43,29588.57,INV-21797,apm-kenya-v1
APY0004492,2026-04-26 06:31:45,ORG0117,WAL024,AGT0135,marketplace_agent,A2A,Construction contractor,CP0158,School,Kiambu,Thika,M-Pesa B2C,4220.36,68.97,Failed,False,0.066,kyb_pending,971,5,394593.27,394593.27,,apm-kenya-v1
APY0004493,2026-01-10 15:20:37,ORG0113,WAL033,AGT0240,marketplace_agent,A2A,Market restocking,CP0230,Merchant,Nairobi,Karen,Airtel Money,1841.62,25.64,Completed,False,0.11,none,1731,1,215190.82,213323.56,,apm-kenya-v1
APY0004494,2026-04-30 10:04:56,ORG0111,WAL031,AGT0051,property_manager_agent,A2A,School fee payment,CP0133,School,Meru,Timau,PesaLink,11266.03,173.73,Completed,False,0.048,none,1498,1,253108.65,241668.89,INV-76815,rules_engine_only
APY0004495,2026-03-22 14:28:22,ORG0143,WAL013,AGT0016,finance_ops_agent,A2B,Property maintenance,CP0221,Clinic,Mombasa,Likoni,Airtel Money,3409.75,26.56,Completed,False,0.068,none,1523,5,103451.5,100015.19,INV-62424,apm-kenya-v1
APY0004496,2026-04-03 18:30:24,ORG0133,WAL045,AGT0086,farm_supply_agent,A2B,Logistics delivery,CP0223,School,Uasin Gishu,Burnt Forest,M-Pesa B2C,2754.51,27.44,Completed,False,0.168,none,1050,4,201558.56,198776.61,,apm-kenya-v1
APY0004497,2026-07-31 16:37:26,ORG0061,WAL083,AGT0131,farm_supply_agent,A2B,SME invoice settlement,CP0348,Consumer,Mombasa,Nyali,Stablecoin USDC,3482.15,45.34,Completed,False,0.143,none,46,5,190543.54,187016.05,INV-51665,apm-kenya-v1
APY0004498,2026-05-14 11:23:41,ORG0159,WAL060,AGT0163,finance_ops_agent,A2B,Market restocking,CP0137,School,Nakuru,Gilgil,M-Pesa Till,1012.56,14.37,Completed,False,0.046,none,468,5,206760.12,205733.19,,rules_engine_only
APY0004499,2026-03-19 08:42:43,ORG0159,WAL020,AGT0210,procurement_agent,A2A,Clinic supplies,CP0322,Merchant,Kiambu,Kikuyu,M-Pesa B2C,11323.09,140.58,Flagged,True,0.629,kyb_pending,1424,4,125716.8,125716.8,INV-96852,rules_engine_only
APY0004500,2026-06-20 10:32:31,ORG0050,WAL025,AGT0126,marketplace_agent,A2B,Construction contractor,CP0284,Agent Service,Nairobi,Karen,M-Pesa B2C,5470.84,64.56,Completed,False,0.159,none,320,3,119421.93,113886.53,INV-89813,apm-kenya-v1
APY0004501,2026-01-09 11:43:19,ORG0084,WAL024,AGT0233,finance_ops_agent,A2A,SME invoice settlement,CP0178,School,Kisumu,Milimani,Bank EFT,2931.92,34.95,Failed,False,0.243,kyb_pending,1438,1,379850.41,379850.41,,rules_engine_only
APY0004502,2026-04-30 13:14:02,ORG0122,WAL087,AGT0172,logistics_agent,A2B,Property maintenance,CP0044,Sacco,Uasin Gishu,Moi Bridge,Airtel Money,3366.26,50.56,Completed,False,0.308,none,1334,1,139705.63,136288.81,INV-90231,apm-kenya-v1
APY0004503,2026-04-03 12:28:26,ORG0035,WAL005,AGT0221,finance_ops_agent,A2A,Property maintenance,CP0350,Contractor,Nakuru,Nakuru Town,Stablecoin USDC,1556.18,18.32,Failed,False,0.078,high_velocity,44,2,119818.73,119818.73,INV-83639,apm-kenya-v2
APY0004504,2026-07-28 13:17:52,ORG0058,WAL019,AGT0199,travel_agent,A2B,Logistics delivery,CP0055,Contractor,Kiambu,Limuru,M-Pesa PayBill,1410.22,10.57,Completed,False,0.036,none,1164,4,206408.44,204987.65,INV-35597,apm-kenya-v1
APY0004505,2026-04-04 08:34:15,ORG0120,WAL085,AGT0253,property_manager_agent,A2B,Construction contractor,CP0370,Agent Service,Kisumu,Kondele,M-Pesa PayBill,17382.89,138.71,Completed,False,0.004,none,502,1,162527.04,145005.44,INV-48693,apm-kenya-v1
APY0004506,2026-07-23 16:57:53,ORG0132,WAL048,AGT0053,travel_agent,A2B,Agritech produce purchase,CP0363,Clinic,Uasin Gishu,Moi Bridge,M-Pesa B2C,829.55,9.72,Completed,False,0.068,none,794,2,88677.34,87838.07,INV-48552,rules_engine_only
APY0004507,2026-02-01 16:06:30,ORG0126,WAL029,AGT0156,farm_supply_agent,A2B,Tour booking,CP0195,Agent Service,Nakuru,Nakuru Town,Bank EFT,5190.79,95.38,Completed,False,0.059,none,969,2,366651.14,361364.97,INV-30126,rules_engine_only
APY0004508,2026-03-26 23:17:13,ORG0128,WAL023,AGT0247,farm_supply_agent,A2A,Construction contractor,CP0364,Merchant,Nairobi,Kilimani,M-Pesa PayBill,4204.1,62.17,Completed,False,0.139,none,499,2,89979.21,85712.94,INV-59202,apm-kenya-v1
APY0004509,2026-03-22 14:38:14,ORG0051,WAL013,AGT0146,travel_agent,A2A,Freelance data labelling,CP0289,Merchant,Kiambu,Kikuyu,M-Pesa PayBill,5001.17,30.13,Completed,False,0.405,none,916,4,267022.84,261991.54,INV-64798,apm-kenya-v2
